Legislator,Party,"Vote on Energy Independence and Security Act of 2007 On Passage - Senate - H.R. 6, As Amended, 06/22/2007",Contribution Amount,Contributor Employer,Contributor Interest Group,Interest Group Position on Energy Independence and Security Act of 2007
Byron Dorgan,Democrat,Yes,$5000,,Chemicals,Oppose
Byron Dorgan,Democrat,Yes,$5000,,Chemicals,Oppose
Byron Dorgan,Democrat,Yes,$1000,,Chemicals,Oppose
Byron Dorgan,Democrat,Yes,$1000,,Chemicals,Oppose
Byron Dorgan,Democrat,Yes,$5000,,Chemicals,Oppose
Byron Dorgan,Democrat,Yes,$500,Air Products & Chemicals Inc,Chemicals,Oppose
Byron Dorgan,Democrat,Yes,$1000,Air Products & Chemicals Inc,Chemicals,Oppose
Byron Dorgan,Democrat,Yes,$500,Air Products & Chemicals Inc,Chemicals,Oppose
Byron Dorgan,Democrat,Yes,$500,Air Products & Chemicals Inc,Chemicals,Oppose
Byron Dorgan,Democrat,Yes,$1000,Air Products & Chemicals Inc,Chemicals,Oppose
Byron Dorgan,Democrat,Yes,$2000,Air Products & Chemicals Inc,Chemicals,Oppose
Byron Dorgan,Democrat,Yes,$500,Air Products & Chemicals Inc,Chemicals,Oppose
Byron Dorgan,Democrat,Yes,$1000,Air Products & Chemicals Inc,Chemicals,Oppose
Byron Dorgan,Democrat,Yes,$2000,Air Products & Chemicals Inc,Chemicals,Oppose
Byron Dorgan,Democrat,Yes,$500,Air Products & Chemicals Inc,Chemicals,Oppose
Byron Dorgan,Democrat,Yes,$500,Air Products & Chemicals Inc,Chemicals,Oppose
Byron Dorgan,Democrat,Yes,$500,Air Products & Chemicals Inc,Chemicals,Oppose
Byron Dorgan,Democrat,Yes,$1000,,Chemicals,Oppose
Byron Dorgan,Democrat,Yes,$4000,,Chemicals,Oppose
Byron Dorgan,Democrat,Yes,$5000,,Chemicals,Oppose
Byron Dorgan,Democrat,Yes,$1000,Ceramatec Inc,Chemicals,Oppose
Dick Durbin,Democrat,Yes,$500,Epir Technologies,Chemicals,Oppose
Dick Durbin,Democrat,Yes,$500,Epir Technologies,Chemicals,Oppose
Dick Durbin,Democrat,Yes,$200,Epir Technologies,Chemicals,Oppose
Dick Durbin,Democrat,Yes,$250,Advanced Diamond Technology,Chemicals,Oppose
Dick Durbin,Democrat,Yes,$1000,,Chemicals,Oppose
Dick Durbin,Democrat,Yes,$1000,,Chemicals,Oppose
Dick Durbin,Democrat,Yes,$1500,Epir Technologies,Chemicals,Oppose
Dick Durbin,Democrat,Yes,$1000,Hexion Specialty Chemicals,Chemicals,Oppose
Dick Durbin,Democrat,Yes,$1000,,Chemicals,Oppose
Dick Durbin,Democrat,Yes,$250,Advanced Diamond Technology,Chemicals,Oppose
Dick Durbin,Democrat,Yes,$1000,,Chemicals,Oppose
Dick Durbin,Democrat,Yes,$1000,,Chemicals,Oppose
Dick Durbin,Democrat,Yes,$1000,,Chemicals,Oppose
Dick Durbin,Democrat,Yes,$1500,,Chemicals,Oppose
Dick Durbin,Democrat,Yes,$250,Epir Technologies,Chemicals,Oppose
Dick Durbin,Democrat,Yes,$500,Epir Technologies,Chemicals,Oppose
Dick Durbin,Democrat,Yes,$2000,,Chemicals,Oppose
John Ensign,Republican,Yes,$1000,Sierra Chemical Co,Chemicals,Oppose
John Ensign,Republican,Yes,$2000,American Pacific,Chemicals,Oppose
John Ensign,Republican,Yes,$5000,,Chemicals,Oppose
John Ensign,Republican,Yes,$500,Sierra Chemical Co,Chemicals,Oppose
John Ensign,Republican,Yes,$1000,,Chemicals,Oppose
John Ensign,Republican,Yes,$2000,,Chemicals,Oppose
Mike Enzi,Republican,No,$500,,Chemicals,Oppose
Mike Enzi,Republican,No,$1000,,Chemicals,Oppose
Mike Enzi,Republican,No,$1000,,Chemicals,Oppose
Mike Enzi,Republican,No,$1000,,Chemicals,Oppose
Mike Enzi,Republican,No,$1000,,Chemicals,Oppose
Mike Enzi,Republican,No,$1000,,Chemicals,Oppose
Mike Enzi,Republican,No,$2000,,Chemicals,Oppose
Mike Enzi,Republican,No,$1000,,Chemicals,Oppose
Mike Enzi,Republican,No,$2000,,Chemicals,Oppose
Mike Enzi,Republican,No,$2000,,Chemicals,Oppose
Dianne Feinstein,Democrat,Yes,$1000,,Chemicals,Oppose
Dianne Feinstein,Democrat,Yes,$1000,Dow Chemical,Chemicals,Oppose
Dianne Feinstein,Democrat,Yes,$1000,,Chemicals,Oppose
Dianne Feinstein,Democrat,Yes,$1000,,Chemicals,Oppose
Dianne Feinstein,Democrat,Yes,$1000,,Chemicals,Oppose
Dianne Feinstein,Democrat,Yes,$1000,,Chemicals,Oppose
Dianne Feinstein,Democrat,Yes,$1000,,Chemicals,Oppose
Lindsey Graham,Republican,No,$1000,,Chemicals,Oppose
Lindsey Graham,Republican,No,$1000,,Chemicals,Oppose
Lindsey Graham,Republican,No,$1000,,Chemicals,Oppose
Lindsey Graham,Republican,No,$2000,,Chemicals,Oppose
Lindsey Graham,Republican,No,$500,Arch Chemicals,Chemicals,Oppose
Lindsey Graham,Republican,No,$1000,,Chemicals,Oppose
Lindsey Graham,Republican,No,$2000,,Chemicals,Oppose
Lindsey Graham,Republican,No,$1000,,Chemicals,Oppose
Lindsey Graham,Republican,No,$1500,,Chemicals,Oppose
Lindsey Graham,Republican,No,$2000,,Chemicals,Oppose
Lindsey Graham,Republican,No,$2500,,Chemicals,Oppose
Lindsey Graham,Republican,No,$2500,,Chemicals,Oppose
Lindsey Graham,Republican,No,$3500,,Chemicals,Oppose
Lindsey Graham,Republican,No,$1000,,Chemicals,Oppose
Chuck Grassley,Republican,Yes,$1000,,Chemicals,Oppose
Chuck Grassley,Republican,Yes,$250,Csi Chemical,Chemicals,Oppose
Chuck Grassley,Republican,Yes,$1500,,Chemicals,Oppose
Chuck Grassley,Republican,Yes,$2000,,Chemicals,Oppose
Chuck Grassley,Republican,Yes,$1000,,Chemicals,Oppose
Chuck Grassley,Republican,Yes,$2000,,Chemicals,Oppose
Chuck Grassley,Republican,Yes,$1165,,Chemicals,Oppose
Chuck Grassley,Republican,Yes,$795,,Chemicals,Oppose
Chuck Grassley,Republican,Yes,$40,,Chemicals,Oppose
Chuck Grassley,Republican,Yes,$300,Lubrizol Corp,Chemicals,Oppose
Chuck Grassley,Republican,Yes,$1000,Chem-Tech Ltd,Chemicals,Oppose
Chuck Grassley,Republican,Yes,$1000,,Chemicals,Oppose
Chuck Grassley,Republican,Yes,-$2000,,Chemicals,Oppose
Chuck Grassley,Republican,Yes,$1500,,Chemicals,Oppose
Chuck Grassley,Republican,Yes,$1000,,Chemicals,Oppose
Chuck Grassley,Republican,Yes,$1000,,Chemicals,Oppose
Chuck Grassley,Republican,Yes,$1000,,Chemicals,Oppose
Chuck Grassley,Republican,Yes,$500,Csi Chemical,Chemicals,Oppose
Judd Gregg,Republican,Yes,$1000,Contran Corp,Chemicals,Oppose
Judd Gregg,Republican,Yes,$1000,Contran Corp,Chemicals,Oppose
Judd Gregg,Republican,Yes,$1000,Contran Corp,Chemicals,Oppose
Judd Gregg,Republican,Yes,$1000,Contran Corp,Chemicals,Oppose
Judd Gregg,Republican,Yes,$1000,Granite State Minerals,Chemicals,Oppose
Judd Gregg,Republican,Yes,$1000,Granite State Minerals,Chemicals,Oppose
Judd Gregg,Republican,Yes,$1000,,Chemicals,Oppose
Judd Gregg,Republican,Yes,$1000,Granite State Minerals,Chemicals,Oppose
Judd Gregg,Republican,Yes,$2000,,Chemicals,Oppose
Judd Gregg,Republican,Yes,$1000,,Chemicals,Oppose
Chuck Hagel,Republican,No,$250,Fuchs Lubricants,Chemicals,Oppose
Chuck Hagel,Republican,No,$250,Fuchs Lubricants,Chemicals,Oppose
Chuck Hagel,Republican,No,$250,Fuchs Lubricants,Chemicals,Oppose
Tom Harkin,Democrat,Yes,$2000,,Chemicals,Oppose
Tom Harkin,Democrat,Yes,$1000,,Chemicals,Oppose
Tom Harkin,Democrat,Yes,$1500,,Chemicals,Oppose
Orrin G. Hatch,Republican,No,$1000,,Chemicals,Oppose
Orrin G. Hatch,Republican,No,$1000,WR Grace & Co,Chemicals,Oppose
Orrin G. Hatch,Republican,No,$500,WR Grace & Co,Chemicals,Oppose
Orrin G. Hatch,Republican,No,$1000,WR Grace & Co,Chemicals,Oppose
Orrin G. Hatch,Republican,No,$1000,WR Grace & Co,Chemicals,Oppose
Orrin G. Hatch,Republican,No,$1000,WR Grace & Co,Chemicals,Oppose
Orrin G. Hatch,Republican,No,$1000,WR Grace & Co,Chemicals,Oppose
Orrin G. Hatch,Republican,No,$1000,WR Grace & Co,Chemicals,Oppose
Orrin G. Hatch,Republican,No,$500,WR Grace & Co,Chemicals,Oppose
Orrin G. Hatch,Republican,No,$1000,WR Grace & Co,Chemicals,Oppose
Orrin G. Hatch,Republican,No,$1000,WR Grace & Co,Chemicals,Oppose
Orrin G. Hatch,Republican,No,$1000,WR Grace & Co,Chemicals,Oppose
Orrin G. Hatch,Republican,No,$1000,WR Grace & Co,Chemicals,Oppose
Orrin G. Hatch,Republican,No,$1000,WR Grace & Co,Chemicals,Oppose
Orrin G. Hatch,Republican,No,$1000,WR Grace & Co,Chemicals,Oppose
Orrin G. Hatch,Republican,No,-$1000,,Chemicals,Oppose
Orrin G. Hatch,Republican,No,$500,Dow Chemical,Chemicals,Oppose
Orrin G. Hatch,Republican,No,$500,Dow Chemical,Chemicals,Oppose
Orrin G. Hatch,Republican,No,$500,Dow Chemical,Chemicals,Oppose
Orrin G. Hatch,Republican,No,$500,Dow Chemical,Chemicals,Oppose
Orrin G. Hatch,Republican,No,$500,Dow Chemical,Chemicals,Oppose
Orrin G. Hatch,Republican,No,$500,Dow Chemical,Chemicals,Oppose
Orrin G. Hatch,Republican,No,$500,Dow Chemical,Chemicals,Oppose
Orrin G. Hatch,Republican,No,$500,Dow Chemical,Chemicals,Oppose
Orrin G. Hatch,Republican,No,$500,Dow Chemical,Chemicals,Oppose
Orrin G. Hatch,Republican,No,$500,Dow Chemical,Chemicals,Oppose
Orrin G. Hatch,Republican,No,$500,Dow Chemical,Chemicals,Oppose
Orrin G. Hatch,Republican,No,$500,Dow Chemical,Chemicals,Oppose
Orrin G. Hatch,Republican,No,$500,Dow Chemical,Chemicals,Oppose
Orrin G. Hatch,Republican,No,$500,Dow Chemical,Chemicals,Oppose
Orrin G. Hatch,Republican,No,$500,Dow Chemical,Chemicals,Oppose
Orrin G. Hatch,Republican,No,$500,Dow Chemical,Chemicals,Oppose
Orrin G. Hatch,Republican,No,$500,Dow Chemical,Chemicals,Oppose
Orrin G. Hatch,Republican,No,$500,Dow Chemical,Chemicals,Oppose
Orrin G. Hatch,Republican,No,$500,Dow Chemical,Chemicals,Oppose
Orrin G. Hatch,Republican,No,$500,Dow Chemical,Chemicals,Oppose
Orrin G. Hatch,Republican,No,$500,Dow Chemical,Chemicals,Oppose
Orrin G. Hatch,Republican,No,$500,Dow Chemical,Chemicals,Oppose
Orrin G. Hatch,Republican,No,$500,Dow Chemical,Chemicals,Oppose
Orrin G. Hatch,Republican,No,$500,Dow Chemical,Chemicals,Oppose
Orrin G. Hatch,Republican,No,$1000,,Chemicals,Oppose
Orrin G. Hatch,Republican,No,$1000,,Chemicals,Oppose
Orrin G. Hatch,Republican,No,$2000,Huntsman Corp,Chemicals,Oppose
Orrin G. Hatch,Republican,No,$2000,Huntsman Corp,Chemicals,Oppose
Orrin G. Hatch,Republican,No,$2000,Huntsman Corp,Chemicals,Oppose
Orrin G. Hatch,Republican,No,$2000,Huntsman Corp,Chemicals,Oppose
Orrin G. Hatch,Republican,No,$2000,Huntsman Corp,Chemicals,Oppose
Orrin G. Hatch,Republican,No,$1900,Huntsman Corp,Chemicals,Oppose
Orrin G. Hatch,Republican,No,$2000,Huntsman Corp,Chemicals,Oppose
Orrin G. Hatch,Republican,No,-$1900,Huntsman Corp,Chemicals,Oppose
Orrin G. Hatch,Republican,No,$1000,Pace Carbon Fuels,Chemicals,Oppose
Orrin G. Hatch,Republican,No,$2100,Ceramatec Inc,Chemicals,Oppose
Orrin G. Hatch,Republican,No,$1000,,Chemicals,Oppose
Orrin G. Hatch,Republican,No,$2500,,Chemicals,Oppose
Orrin G. Hatch,Republican,No,$2000,,Chemicals,Oppose
Orrin G. Hatch,Republican,No,$1000,,Chemicals,Oppose
Orrin G. Hatch,Republican,No,$2000,Ceramatec Inc,Chemicals,Oppose
Orrin G. Hatch,Republican,No,$1000,,Chemicals,Oppose
Kay Bailey Hutchison,Republican,No,$1000,Rodeo Dart,Chemicals,Oppose
Kay Bailey Hutchison,Republican,No,$1000,NCH Corp,Chemicals,Oppose
Kay Bailey Hutchison,Republican,No,$1000,,Chemicals,Oppose
Kay Bailey Hutchison,Republican,No,$1000,NCH Corp,Chemicals,Oppose
Kay Bailey Hutchison,Republican,No,$1000,NCH Corp,Chemicals,Oppose
Kay Bailey Hutchison,Republican,No,$1000,Westlake Chemical,Chemicals,Oppose
Kay Bailey Hutchison,Republican,No,$500,Contran Corp,Chemicals,Oppose
Kay Bailey Hutchison,Republican,No,$250,Asia Chemical,Chemicals,Oppose
Kay Bailey Hutchison,Republican,No,$1000,,Chemicals,Oppose
Kay Bailey Hutchison,Republican,No,$1000,,Chemicals,Oppose
Kay Bailey Hutchison,Republican,No,$2000,Lyondell Chemical,Chemicals,Oppose
Kay Bailey Hutchison,Republican,No,$500,Contran Corp,Chemicals,Oppose
Kay Bailey Hutchison,Republican,No,$5000,,Chemicals,Oppose
Kay Bailey Hutchison,Republican,No,$2100,Contran Corp,Chemicals,Oppose
Kay Bailey Hutchison,Republican,No,$2100,Contran Corp,Chemicals,Oppose
Kay Bailey Hutchison,Republican,No,$2100,Contran Corp,Chemicals,Oppose
Kay Bailey Hutchison,Republican,No,$2100,Contran Corp,Chemicals,Oppose
Kay Bailey Hutchison,Republican,No,$2100,Contran Corp,Chemicals,Oppose
Kay Bailey Hutchison,Republican,No,$2100,Contran Corp,Chemicals,Oppose
Kay Bailey Hutchison,Republican,No,$2100,Contran Corp,Chemicals,Oppose
Kay Bailey Hutchison,Republican,No,$2100,Contran Corp,Chemicals,Oppose
Kay Bailey Hutchison,Republican,No,$2100,Contran Corp,Chemicals,Oppose
Kay Bailey Hutchison,Republican,No,$500,Contran Corp,Chemicals,Oppose
Kay Bailey Hutchison,Republican,No,$500,Air Liquide America,Chemicals,Oppose
Kay Bailey Hutchison,Republican,No,$1000,,Chemicals,Oppose
Kay Bailey Hutchison,Republican,No,$500,Chemical Engineer,Chemicals,Oppose
Kay Bailey Hutchison,Republican,No,$2000,,Chemicals,Oppose
Kay Bailey Hutchison,Republican,No,$1000,Total Petrochemical & Refining,Chemicals,Oppose
Kay Bailey Hutchison,Republican,No,$1500,,Chemicals,Oppose
Kay Bailey Hutchison,Republican,No,$500,Magnablend Inc,Chemicals,Oppose
Kay Bailey Hutchison,Republican,No,$2000,,Chemicals,Oppose
Kay Bailey Hutchison,Republican,No,$250,Chemical Data LP,Chemicals,Oppose
Jim Inhofe,Republican,No,-$1000,,Chemicals,Oppose
Jim Inhofe,Republican,No,$1000,Advanced Research Chemicals,Chemicals,Oppose
Jim Inhofe,Republican,No,$2000,,Chemicals,Oppose
Jim Inhofe,Republican,No,$2500,,Chemicals,Oppose
Jim Inhofe,Republican,No,$1000,,Chemicals,Oppose
Jim Inhofe,Republican,No,$250,Fuchs Lubricants,Chemicals,Oppose
Jim Inhofe,Republican,No,$250,Fuchs Lubricants,Chemicals,Oppose
Jim Inhofe,Republican,No,$250,Fuchs Lubricants,Chemicals,Oppose
Jim Inhofe,Republican,No,$2500,,Chemicals,Oppose
Jim Inhofe,Republican,No,$2000,Interchem Corp,Chemicals,Oppose
Jim Inhofe,Republican,No,$1000,,Chemicals,Oppose
Jim Inhofe,Republican,No,$1000,,Chemicals,Oppose
Jim Inhofe,Republican,No,$500,Interchem Corp,Chemicals,Oppose
Jim Inhofe,Republican,No,$1000,,Chemicals,Oppose
Jim Inhofe,Republican,No,-$200,Interchem Corp,Chemicals,Oppose
Jim Inhofe,Republican,No,$200,Interchem Corp,Chemicals,Oppose
Jim Inhofe,Republican,No,$2300,,Chemicals,Oppose
Jim Inhofe,Republican,No,$2300,Contran Corp,Chemicals,Oppose
Jim Inhofe,Republican,No,$2300,Contran Corp,Chemicals,Oppose
Jim Inhofe,Republican,No,$2300,Contran Corp,Chemicals,Oppose
Jim Inhofe,Republican,No,$2300,Contran Corp,Chemicals,Oppose
Jim Inhofe,Republican,No,$1000,,Chemicals,Oppose
Jim Inhofe,Republican,No,$1000,Interchem Corp,Chemicals,Oppose
Jim Inhofe,Republican,No,-$1000,,Chemicals,Oppose
Jim Inhofe,Republican,No,$1000,Advanced Research Chemicals,Chemicals,Oppose
Jim Inhofe,Republican,No,$1000,Interchem Corp,Chemicals,Oppose
Jim Inhofe,Republican,No,$1000,,Chemicals,Oppose
Jim Inhofe,Republican,No,-$700,Advanced Research Chemicals,Chemicals,Oppose
Jim Inhofe,Republican,No,$1000,Advanced Research Chemicals,Chemicals,Oppose
Jim Inhofe,Republican,No,$700,Advanced Research Chemicals,Chemicals,Oppose
Jim Inhofe,Republican,No,$1000,,Chemicals,Oppose
Jim Inhofe,Republican,No,$3000,,Chemicals,Oppose
Jim Inhofe,Republican,No,$5000,,Chemicals,Oppose
Jim Inhofe,Republican,No,$1000,,Chemicals,Oppose
Jim Inhofe,Republican,No,$1000,Contran Corp,Chemicals,Oppose
Jim Inhofe,Republican,No,$1000,Contran Corp,Chemicals,Oppose
Jim Inhofe,Republican,No,$1000,Contran Corp,Chemicals,Oppose
Jim Inhofe,Republican,No,$1000,Contran Corp,Chemicals,Oppose
Jim Inhofe,Republican,No,$3000,,Chemicals,Oppose
Jim Inhofe,Republican,No,$1000,,Chemicals,Oppose
Jim Inhofe,Republican,No,$1000,,Chemicals,Oppose
Jim Inhofe,Republican,No,$4000,,Chemicals,Oppose
Dan Inouye,Democrat,Yes,$750,,Chemicals,Oppose
Dan Inouye,Democrat,Yes,$1000,Medical-Technical Gases,Chemicals,Oppose
Dan Inouye,Democrat,Yes,$1000,,Chemicals,Oppose
Ted Kennedy,Democrat,Yes,$500,Cabot Corp,Chemicals,Oppose
Ted Kennedy,Democrat,Yes,$500,,Chemicals,Oppose
Ted Kennedy,Democrat,Yes,$1000,Medical-Technical Gases,Chemicals,Oppose
Ted Kennedy,Democrat,Yes,$250,Huntsman Corp,Chemicals,Oppose
Ted Kennedy,Democrat,Yes,$2300,Triton Systems,Chemicals,Oppose
John F. Kerry,Democrat,Yes,$200,Ashland Inc,Chemicals,Oppose
John F. Kerry,Democrat,Yes,$2100,Medical-Technical Gases,Chemicals,Oppose
John F. Kerry,Democrat,Yes,$2300,Medical-Technical Gases,Chemicals,Oppose
John F. Kerry,Democrat,Yes,$200,Medical-Technical Gases,Chemicals,Oppose
John F. Kerry,Democrat,Yes,$500,Triton Systems,Chemicals,Oppose
John F. Kerry,Democrat,Yes,$2500,,Chemicals,Oppose
Jon Kyl,Republican,No,$1000,,Chemicals,Oppose
Jon Kyl,Republican,No,$500,,Chemicals,Oppose
Jon Kyl,Republican,No,$2100,Sunland Chemical Co,Chemicals,Oppose
Jon Kyl,Republican,No,$2000,Sunland Chemical Co,Chemicals,Oppose
Jon Kyl,Republican,No,$2000,Ashland Inc,Chemicals,Oppose
Jon Kyl,Republican,No,$1000,Ashland Inc,Chemicals,Oppose
Jon Kyl,Republican,No,$1000,,Chemicals,Oppose
Jon Kyl,Republican,No,$900,Ashland Inc,Chemicals,Oppose
Jon Kyl,Republican,No,$1000,Ashland Inc,Chemicals,Oppose
Jon Kyl,Republican,No,$1000,Ashland Inc,Chemicals,Oppose
Jon Kyl,Republican,No,-$1000,Ashland Inc,Chemicals,Oppose
Jon Kyl,Republican,No,-$800,Ashland Inc,Chemicals,Oppose
Jon Kyl,Republican,No,$500,Northern Chemical,Chemicals,Oppose
Jon Kyl,Republican,No,$5000,,Chemicals,Oppose
Jon Kyl,Republican,No,$2000,Contran Corp,Chemicals,Oppose
Jon Kyl,Republican,No,$2000,Contran Corp,Chemicals,Oppose
Jon Kyl,Republican,No,$2000,Contran Corp,Chemicals,Oppose
Jon Kyl,Republican,No,$2000,Contran Corp,Chemicals,Oppose
Jon Kyl,Republican,No,$2000,Contran Corp,Chemicals,Oppose
Jon Kyl,Republican,No,$1000,,Chemicals,Oppose
Jon Kyl,Republican,No,$1000,,Chemicals,Oppose
Jon Kyl,Republican,No,$1000,,Chemicals,Oppose
Jon Kyl,Republican,No,$1000,,Chemicals,Oppose
Jon Kyl,Republican,No,$5000,,Chemicals,Oppose
Mary L. Landrieu,Democrat,No,$1000,,Chemicals,Oppose
Mary L. Landrieu,Democrat,No,$1000,,Chemicals,Oppose
Mary L. Landrieu,Democrat,No,$1000,,Chemicals,Oppose
Mary L. Landrieu,Democrat,No,$4000,,Chemicals,Oppose
Mary L. Landrieu,Democrat,No,$1000,,Chemicals,Oppose
Mary L. Landrieu,Democrat,No,$1000,,Chemicals,Oppose
Mary L. Landrieu,Democrat,No,$1000,,Chemicals,Oppose
Mary L. Landrieu,Democrat,No,$5000,,Chemicals,Oppose
Mary L. Landrieu,Democrat,No,$1000,,Chemicals,Oppose
Mary L. Landrieu,Democrat,No,$1000,,Chemicals,Oppose
Mary L. Landrieu,Democrat,No,$2000,,Chemicals,Oppose
Mary L. Landrieu,Democrat,No,$2000,,Chemicals,Oppose
Mary L. Landrieu,Democrat,No,$2000,,Chemicals,Oppose
Mary L. Landrieu,Democrat,No,$1000,,Chemicals,Oppose
Mary L. Landrieu,Democrat,No,$2000,,Chemicals,Oppose
Mary L. Landrieu,Democrat,No,$1000,Louisiana Chemical Assn,Chemicals,Oppose
Mary L. Landrieu,Democrat,No,$1000,,Chemicals,Oppose
Mary L. Landrieu,Democrat,No,$4000,,Chemicals,Oppose
Mary L. Landrieu,Democrat,No,$250,Dow Chemical,Chemicals,Oppose
Mary L. Landrieu,Democrat,No,$1000,,Chemicals,Oppose
Mary L. Landrieu,Democrat,No,$2500,,Chemicals,Oppose
Mary L. Landrieu,Democrat,No,$1000,,Chemicals,Oppose
Mary L. Landrieu,Democrat,No,$2000,,Chemicals,Oppose
Mary L. Landrieu,Democrat,No,$2000,,Chemicals,Oppose
Mary L. Landrieu,Democrat,No,$1000,American Chemistry Council,Chemicals,Oppose
Mary L. Landrieu,Democrat,No,$2500,,Chemicals,Oppose
Mary L. Landrieu,Democrat,No,$4000,,Chemicals,Oppose
Mary L. Landrieu,Democrat,No,$5000,,Chemicals,Oppose
Mary L. Landrieu,Democrat,No,$1000,,Chemicals,Oppose
Mary L. Landrieu,Democrat,No,$2000,,Chemicals,Oppose
Mary L. Landrieu,Democrat,No,$2500,,Chemicals,Oppose
Frank R. Lautenberg,Democrat,Yes,$2000,,Chemicals,Oppose
Frank R. Lautenberg,Democrat,Yes,$766,Great Eastern Technologies,Chemicals,Oppose
Frank R. Lautenberg,Democrat,Yes,$766,Great Eastern Technologies,Chemicals,Oppose
Frank R. Lautenberg,Democrat,Yes,$5000,,Chemicals,Oppose
Frank R. Lautenberg,Democrat,Yes,$2300,Hatco Corp,Chemicals,Oppose
Frank R. Lautenberg,Democrat,Yes,$2300,Hatco Corp,Chemicals,Oppose
Frank R. Lautenberg,Democrat,Yes,$2000,,Chemicals,Oppose
Frank R. Lautenberg,Democrat,Yes,$1000,,Chemicals,Oppose
Patrick J. Leahy,Democrat,Yes,$2000,Philipp Brothers Chemicals,Chemicals,Oppose
Patrick J. Leahy,Democrat,Yes,$250,American Chemical Society,Chemicals,Oppose
Carl Levin,Democrat,No,$1000,,Chemicals,Oppose
Carl Levin,Democrat,No,$300,Chemist,Chemicals,Oppose
Carl Levin,Democrat,No,$1000,Contran Corp,Chemicals,Oppose
Carl Levin,Democrat,No,$700,Sterling Group,Chemicals,Oppose
Carl Levin,Democrat,No,$2000,Sterling Group,Chemicals,Oppose
Carl Levin,Democrat,No,$2000,Sterling Group,Chemicals,Oppose
Carl Levin,Democrat,No,$2000,Sterling Group,Chemicals,Oppose
Carl Levin,Democrat,No,$2000,Sterling Group,Chemicals,Oppose
Carl Levin,Democrat,No,$2000,Sterling Group,Chemicals,Oppose
Carl Levin,Democrat,No,$1000,Sterling Group,Chemicals,Oppose
Carl Levin,Democrat,No,$2000,Sterling Group,Chemicals,Oppose
Carl Levin,Democrat,No,$2300,Sterling Group,Chemicals,Oppose
Carl Levin,Democrat,No,$5000,,Chemicals,Oppose
Carl Levin,Democrat,No,$1000,Dow Chemical,Chemicals,Oppose
Carl Levin,Democrat,No,$1000,Dow Chemical,Chemicals,Oppose
Carl Levin,Democrat,No,$1000,Dow Chemical,Chemicals,Oppose
Carl Levin,Democrat,No,$1000,Dow Chemical,Chemicals,Oppose
Carl Levin,Democrat,No,$500,Dow Chemical,Chemicals,Oppose
Carl Levin,Democrat,No,$1000,Dow Chemical,Chemicals,Oppose
Carl Levin,Democrat,No,$1000,Dow Chemical,Chemicals,Oppose
Carl Levin,Democrat,No,$1000,Dow Chemical,Chemicals,Oppose
Carl Levin,Democrat,No,$500,Dow Chemical,Chemicals,Oppose
Carl Levin,Democrat,No,$1000,Dow Chemical,Chemicals,Oppose
Carl Levin,Democrat,No,$1500,Dow Chemical,Chemicals,Oppose
Carl Levin,Democrat,No,$2000,,Chemicals,Oppose
Carl Levin,Democrat,No,$300,Sterling Group,Chemicals,Oppose
Carl Levin,Democrat,No,$700,Sterling Group,Chemicals,Oppose
Carl Levin,Democrat,No,$1000,Sterling Group,Chemicals,Oppose
Carl Levin,Democrat,No,$1000,Sterling Group,Chemicals,Oppose
Carl Levin,Democrat,No,$250,Dow Chemical,Chemicals,Oppose
Carl Levin,Democrat,No,$1000,,Chemicals,Oppose
Joe Lieberman,Independent,Yes,$500,,Chemicals,Oppose
Joe Lieberman,Independent,Yes,$2000,Philipp Brothers Chemicals,Chemicals,Oppose
Joe Lieberman,Independent,Yes,$2000,Philipp Brothers Chemicals,Chemicals,Oppose
Joe Lieberman,Independent,Yes,$1000,International Specialty Products,Chemicals,Oppose
